competencia_id,deporte,evento,genero_evento
310,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Femenino
311,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Femenino
312,Judo,Judo Men's Half-Lightweight,Masculino
313,Fencing,"Fencing Women's Foil, Team",Femenino
314,Swimming,Swimming Women's 200 metres Butterfly,Femenino
315,Swimming,Swimming Women's 400 metres Individual Medley,Femenino
316,Golf,Golf Men's Individual,Masculino
317,Athletics,Athletics Men's Standing High Jump,Masculino
318,Athletics,Athletics Men's Standing Long Jump,Masculino
319,Athletics,Athletics Men's 20 kilometres Walk,Masculino
320,Swimming,Swimming Men's 220 yard Freestyle,Masculino
321,Swimming,Swimming Men's 880 yard Freestyle,Masculino
322,Swimming,Swimming Men's One Mile Freestyle,Masculino
323,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Masculino
324,Swimming,Swimming Men's Plunge For Distance,Masculino
325,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Masculino
326,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",Masculino
327,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",Masculino
328,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Masculino
329,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",Masculino
330,Judo,Judo Men's Half-Heavyweight,Masculino
331,Archery,Archery Women's Team,Femenino
332,Athletics,Athletics Men's 50 kilometres Walk,Masculino
333,Rowing,Rowing Women's Double Sculls,Femenino
334,Sailing,Sailing Mixed 6 metres,Mixto/Open
335,Boxing,Boxing Men's Light-Heavyweight,Masculino
336,Boxing,Boxing Women's Flyweight,Femenino
337,Athletics,Athletics Women's 100 metres Hurdles,Femenino
338,Athletics,"Athletics Men's Discus Throw, Greek Style",Masculino
339,Curling,Curling Women's Curling,Femenino
340,Sailing,Sailing Mixed One Person Dinghy,Mixto/Open
341,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Femenino
342,Badminton,Badminton Mixed Doubles,Mixto/Open
343,Fencing,"Fencing Women's Foil, Individual",Femenino
344,Sailing,Sailing Mixed Two Person Keelboat,Mixto/Open
345,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Masculino
346,Table Tennis,Table Tennis Men's Doubles,Masculino
347,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Masculino
348,Wrestling,"Wrestling Women's Featherweight, Freestyle",Femenino
349,Swimming,Swimming Women's 200 metres Freestyle,Femenino
350,Swimming,Swimming Women's 400 metres Freestyle,Femenino
351,Swimming,Swimming Women's 200 metres Individual Medley,Femenino
352,Sailing,Sailing Men's Windsurfer,Masculino
353,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,Masculino
354,Shooting,"Shooting Men's Running Target, Single Shot",Masculino
355,Shooting,"Shooting Men's Running Target, Double Shot",Masculino
356,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Masculino
357,Wrestling,"Wrestling Women's Lightweight, Freestyle",Femenino
358,Modern Pentathlon,Modern Pentathlon Women's Individual,Femenino
359,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Masculino
360,Judo,Judo Women's Half-Lightweight,Femenino
361,Diving,Diving Women's Plain High,Femenino
362,Equestrianism,"Equestrianism Men's Dressage, Individual",Masculino
363,Equestrianism,"Equestrianism Men's Dressage, Team",Masculino
364,Tennis,"Tennis Women's Singles, Covered Courts",Femenino
365,Diving,Diving Men's Plain High,Masculino
366,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Mixto/Open
367,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Mixto/Open
368,Swimming,Swimming Women's 800 metres Freestyle,Femenino
369,Sailing,Sailing Women's Two Person Dinghy,Femenino
370,Alpine Skiing,Alpine Skiing Women's Downhill,Femenino
371,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Masculino
372,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Masculino
373,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Masculino
374,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Masculino
375,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Masculino
376,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",Masculino
377,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Masculino
378,Rowing,Rowing Men's Single Sculls,Masculino
379,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Masculino
380,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,Femenino
381,Athletics,Athletics Women's Heptathlon,Femenino
382,Cycling,Cycling Men's Points Race,Masculino
383,Synchronized Swimming,Synchronized Swimming Women's Solo,Femenino
384,Equestrianism,"Equestrianism Mixed Dressage, Individual",Mixto/Open
385,Equestrianism,"Equestrianism Mixed Dressage, Team",Mixto/Open
386,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,Masculino
387,Swimming,Swimming Men's 100 metres Breaststroke,Masculino
388,Figure Skating,Figure Skating Mixed Ice Dancing,Mixto/Open
389,Shooting,"Shooting Mixed Free Pistol, 50 metres",Mixto/Open
390,Sailing,Sailing Women's Skiff,Femenino
391,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Masculino
392,Triathlon,Triathlon Men's Olympic Distance,Masculino
393,Sailing,Sailing Women's One Person Dinghy,Femenino
394,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Femenino
395,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Femenino
396,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Masculino
397,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Femenino
398,Weightlifting,Weightlifting Men's Super-Heavyweight,Masculino
399,Rowing,Rowing Men's Lightweight Coxless Fours,Masculino
400,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Masculino
401,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Masculino
402,Sailing,Sailing Mixed 5.5 metres,Mixto/Open
403,Equestrianism,"Equestrianism Mixed Jumping, Team",Mixto/Open
404,Diving,Diving Men's Synchronized Platform,Masculino
405,Snowboarding,Snowboarding Men's Halfpipe,Masculino
406,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Femenino
407,Weightlifting,Weightlifting Women's Flyweight,Femenino
408,Swimming,Swimming Women's 100 metres Breaststroke,Femenino
409,Swimming,Swimming Women's 200 metres Breaststroke,Femenino
410,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Masculino
411,Athletics,Athletics Men's Stone Throw,Masculino
412,Athletics,"Athletics Men's Javelin Throw, Freestyle",Masculino
413,Athletics,Athletics Men's Pentathlon (Ancient),Masculino
414,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Femenino
415,Swimming,Swimming Women's 100 metres Butterfly,Femenino
416,Weightlifting,Weightlifting Men's Heavyweight I,Masculino
417,Athletics,"Athletics Women's 3,000 metres Steeplechase",Femenino
418,Athletics,"Athletics Men's Shot Put, Both Hands",Masculino
419,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Masculino
420,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Masculino
421,Shooting,Shooting Women's Trap,Femenino
422,Badminton,Badminton Men's Doubles,Masculino
423,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Femenino
424,Athletics,Athletics Men's 10 kilometres Walk,Masculino
425,Athletics,Athletics Women's 20 kilometres Walk,Femenino
426,Athletics,Athletics Women's 80 metres Hurdles,Femenino
427,Sailing,Sailing Men's One Person Heavyweight Dinghy,Masculino
428,Freestyle Skiing,Freestyle Skiing Women's Aerials,Femenino
429,Art Competitions,"Art Competitions Mixed Painting, Paintings",Mixto/Open
430,Tennis,"Tennis Mixed Doubles, Covered Courts",Mixto/Open
431,Cycling,Cycling Men's Madison,Masculino
432,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",Mixto/Open
433,Rugby,Rugby Men's Rugby,Masculino
434,Weightlifting,Weightlifting Men's Heavyweight II,Masculino
435,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Femenino
436,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Masculino
437,Cycling,Cycling Men's Individual Time Trial,Masculino
438,Judo,Judo Women's Heavyweight,Femenino
439,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Masculino
440,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",Masculino
441,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Masculino
442,Biathlon,Biathlon Women's 10 kilometres Pursuit,Femenino
443,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Femenino
444,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Femenino
445,Fencing,"Fencing Women's Sabre, Team",Femenino
446,Shooting,Shooting Men's Double Trap,Masculino
447,Weightlifting,Weightlifting Men's Bantamweight,Masculino
448,Taekwondo,Taekwondo Men's Heavyweight,Masculino
449,Sailing,Sailing Mixed Windsurfer,Mixto/Open
450,Taekwondo,Taekwondo Women's Welterweight,Femenino
451,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Mixto/Open
452,Skeleton,Skeleton Men's Skeleton,Masculino
453,Cycling,Cycling Men's 50 kilometres,Masculino
454,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Mixto/Open
455,Cycling,Cycling Men's 333 metres Time Trial,Masculino
456,Cycling,Cycling Men's 20 kilometres,Masculino
457,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Masculino
458,Sailing,Sailing Mixed Open,Mixto/Open
459,Sailing,Sailing Mixed 1-2 Ton,Mixto/Open
460,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Masculino
461,Luge,Luge Men's Singles,Masculino
462,Luge,Luge Mixed (Men)'s Doubles,Masculino
463,Sailing,Sailing Mixed Multihull,Mixto/Open
464,Badminton,Badminton Women's Doubles,Femenino
465,Speed Skating,"Speed Skating Women's 3,000 metres",Femenino
466,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Femenino
467,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Femenino
468,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Femenino
469,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,Femenino
470,Diving,Diving Women's Synchronized Platform,Femenino
471,Athletics,Athletics Women's Triple Jump,Femenino
472,Skeleton,Skeleton Women's Skeleton,Femenino
473,Bobsleigh,Bobsleigh Men's Four/Five,Masculino
474,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",Mixto/Open
475,Shooting,"Shooting Men's Dueling Pistol, 30 metres",Masculino
476,Boxing,Boxing Women's Lightweight,Femenino
477,Cycling,Cycling Women's BMX,Femenino
478,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Masculino
479,Fencing,"Fencing Men's Sabre, Masters, Individual",Masculino
480,Lacrosse,Lacrosse Men's Lacrosse,Masculino
481,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Femenino
482,Athletics,Athletics Women's 10 kilometres Walk,Femenino
483,Sailing,Sailing Mixed 12 metres,Mixto/Open
484,Judo,Judo Women's Extra-Lightweight,Femenino
485,Diving,Diving Men's Synchronized Springboard,Masculino
486,Rowing,"Rowing Men's Coxed Fours, Outriggers",Masculino
487,Gymnastics,Gymnastics Men's Rope Climbing,Masculino
488,Sailing,Sailing Mixed Two Person Dinghy,Mixto/Open
489,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",Mixto/Open
490,Archery,"Archery Men's Target Archery, 28 metres, Team",Masculino
491,Archery,"Archery Men's Target Archery, 33 metres, Team",Masculino
492,Archery,"Archery Men's Target Archery, 50 metres, Team",Masculino
493,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Femenino
494,Freestyle Skiing,Freestyle Skiing Women's Moguls,Femenino
495,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Masculino
496,Shooting,"Shooting Men's Running Target, 10 metres",Masculino
497,Polo,Polo Men's Polo,Masculino
498,Rowing,"Rowing Men's Coxed Fours, Inriggers",Masculino
499,Cycling,Cycling Men's BMX,Masculino
500,Art Competitions,Art Competitions Mixed Sculpturing,Mixto/Open
501,Athletics,"Athletics Men's Cross-Country, Individual",Masculino
502,Athletics,"Athletics Men's Cross-Country, Team",Masculino
503,Sailing,Sailing Mixed 40 metres,Mixto/Open
504,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit,Masculino
505,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",Femenino
506,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Masculino
507,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Masculino
508,Gymnastics,Gymnastics Men's Club Swinging,Masculino
509,Tennis,Tennis Women's Singles,Femenino
510,Tennis,Tennis Mixed Doubles,Mixto/Open
511,Tennis,Tennis Women's Doubles,Femenino
512,Judo,Judo Women's Middleweight,Femenino
513,Judo,Judo Women's Lightweight,Femenino
514,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Masculino
515,Snowboarding,Snowboarding Women's Halfpipe,Femenino
516,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",Femenino
517,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,Masculino
518,Athletics,"Athletics Men's 3,000 metres, Team",Masculino
519,Cross Country Skiing,Cross Country Skiing Women's Sprint,Femenino
520,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",Masculino
521,Shooting,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",Masculino
522,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",Masculino
523,Shooting,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",Masculino
524,Shooting,"Shooting Men's Military Pistol, Team",Masculino
525,Rowing,Rowing Women's Coxed Fours,Femenino
526,Weightlifting,"Weightlifting Men's Unlimited, One Hand",Masculino
527,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Masculino
528,Fencing,"Fencing Men's Foil, Masters, Individual",Masculino
529,Fencing,"Fencing Men's epee, Masters, Individual",Masculino
530,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",Masculino
531,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",Masculino
532,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",Mixto/Open
533,Fencing,"Fencing Women's epee, Team",Femenino
534,Swimming,"Swimming Men's 4,000 metres Freestyle",Masculino
535,Swimming,Swimming Men's Underwater Swimming,Masculino
536,Sailing,Sailing Mixed Skiff,Mixto/Open
537,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Masculino
538,Shooting,"Shooting Men's Running Target, Single And Double Shot",Masculino
539,Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",Masculino
540,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",Masculino
541,Swimming,Swimming Women's 10 kilometres Open Water,Femenino
542,Snowboarding,Snowboarding Women's Slopestyle,Femenino
543,Snowboarding,Snowboarding Men's Giant Slalom,Masculino
544,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Masculino
545,Snowboarding,Snowboarding Men's Boardercross,Masculino
546,Snowboarding,Snowboarding Men's Parallel Slalom,Masculino
547,Cycling,"Cycling Men's Team Pursuit, 1,980 yards",Masculino
548,Cycling,"Cycling Men's 5,000 metres",Masculino
549,Cycling,Cycling Men's 100 kilometres,Masculino
550,Cricket,Cricket Men's Cricket,Masculino
551,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Masculino
552,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Femenino
553,Boxing,Boxing Women's Middleweight,Femenino
554,Sailing,Sailing Men's Skiff,Masculino
555,Athletics,Athletics Men's Pentathlon,Masculino
556,Swimming,"Swimming Men's 1,200 metres Freestyle",Masculino
557,Shooting,Shooting Women's Skeet,Femenino
558,Biathlon,Biathlon Men's 15 kilometres Mass Start,Masculino
559,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Masculino
560,Cycling,Cycling Men's 1/4 mile,Masculino
561,Cycling,Cycling Men's 1/2 mile,Masculino
562,Cycling,Cycling Men's 5 mile,Masculino
563,Cycling,Cycling Men's 25 mile,Masculino
564,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",Masculino
565,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Masculino
566,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Masculino
567,Shooting,"Shooting Men's Free Rifle, 1,000 Yards",Masculino
568,Cycling,Cycling Women's Team Pursuit,Femenino
569,Speed Skating,"Speed Skating Women's 5,000 metres",Femenino
570,Athletics,"Athletics Men's 3,000 metres Walk",Masculino
571,Snowboarding,Snowboarding Women's Boardercross,Femenino
572,Shooting,"Shooting Mixed Running Target, 50 metres",Mixto/Open
573,Luge,Luge Mixed Team Relay,Mixto/Open
574,Cycling,Cycling Women's Individual Time Trial,Femenino
575,Fencing,"Fencing Women's Sabre, Individual",Femenino
576,Fencing,"Fencing Men's Sabre, Individual, Three Hits",Masculino
577,Archery,Archery Women's Double National Round,Femenino
578,Cycling,Cycling Men's Omnium,Masculino
579,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Mixto/Open
580,Sailing,Sailing Mixed 10 metres,Mixto/Open
581,Shooting,"Shooting Men's Trap, Team",Masculino
582,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Femenino
583,Cycling,Cycling Women's Points Race,Femenino
584,Sailing,Sailing Men's Two Person Keelboat,Masculino
585,Cycling,Cycling Men's Keirin,Masculino
586,Cycling,Cycling Men's Team Sprint,Masculino
587,Athletics,Athletics Men's 5 mile,Masculino
588,Shooting,"Shooting Men's Running Target, Single Shot, Team",Masculino
589,Bobsleigh,Bobsleigh Women's Two,Femenino
590,Racquets,Racquets Men's Singles,Masculino
591,Racquets,Racquets Men's Doubles,Masculino
592,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Mixto/Open
593,Motorboating,Motorboating Mixed A-Class (Open),Mixto/Open
594,Archery,Archery Men's Continental Style,Masculino
595,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol,Masculino
596,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",Mixto/Open
597,Wrestling,"Wrestling Women's Flyweight, Freestyle",Femenino
598,Art Competitions,"Art Competitions Mixed Literature, Unknown Event",Mixto/Open
599,Sailing,Sailing Mixed 0.5-1 Ton,Mixto/Open
600,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",Mixto/Open
601,Croquet,"Croquet Mixed Singles, One Ball",Mixto/Open
602,Croquet,Croquet Mixed Doubles,Mixto/Open
603,Shooting,"Shooting Men's Running Target, Double Shot, Team",Masculino
604,Shooting,"Shooting Men's Free Pistol, 50 yards",Masculino
605,Shooting,"Shooting Men's Free Pistol, 50 yards, Team",Masculino
606,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual",Masculino
607,Swimming,Swimming Men's 10 kilometres Open Water,Masculino
608,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Mixto/Open
609,Archery,Archery Men's Double York Round,Masculino
610,Wrestling,"Wrestling Women's Middleweight, Freestyle",Femenino
611,Equestrianism,"Equestrianism Men's Vaulting, Individual",Masculino
612,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Masculino
613,Freestyle Skiing,Freestyle Skiing Women's Slopestyle,Femenino
614,Table Tennis,Table Tennis Women's Team,Femenino
615,Athletics,Athletics Women's Hammer Throw,Femenino
616,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Masculino
617,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Femenino
618,Shooting,Shooting Women's Double Trap,Femenino
619,Rowing,Rowing Men's 6-Man Naval Rowing Boats,Masculino
620,Art Competitions,Art Competitions Mixed Music,Mixto/Open
621,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",Masculino
622,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres",Masculino
623,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres",Masculino
624,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",Femenino
625,Athletics,"Athletics Men's 3,200 metres Steeplechase",Masculino
626,Rowing,Rowing Women's Coxless Fours,Femenino
627,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,Femenino
628,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Masculino
629,Tennis,"Tennis Men's Doubles, Covered Courts",Masculino
630,Tennis,"Tennis Men's Singles, Covered Courts",Masculino
631,Cycling,Cycling Men's 25 kilometres,Masculino
632,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",Masculino
633,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",Masculino
634,Shooting,"Shooting Men's Military Rifle, 200 metres",Masculino
635,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",Femenino
636,Athletics,Athletics Men's Standing Triple Jump,Masculino
637,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Masculino
